Report Date,FIPS,Locality,Health District,Health Region,Vaccination Status,Sex,People by vaccination status count
04/20/2021,51033,Caroline,Rappahannock,Northwest,At Least One Dose,Not Reported,5
04/20/2021,51113,Madison,Rappahannock Rapidan,Northwest,Fully Vaccinated,Male,1524
04/20/2021,51103,Lancaster,Three Rivers,Eastern,Not Reported,Male,0
04/20/2021,51185,Tazewell,Cumberland Plateau,Southwest,At Least One Dose,Female,6734
04/20/2021,51790,Staunton,Central Shenandoah,Northwest,Fully Vaccinated,Male,3460
04/20/2021,51165,Rockingham,Central Shenandoah,Northwest,Not Reported,Not Reported,0
04/20/2021,51181,Surry,Crater,Central,Not Reported,Female,0
04/20/2021,51530,Buena Vista City,Central Shenandoah,Northwest,Not Reported,Male,0
04/20/2021,51075,Goochland,Chickahominy,Central,Fully Vaccinated,Not Reported,11
04/20/2021,51595,Emporia,Crater,Central,At Least One Dose,Male,573
04/20/2021,51057,Essex,Three Rivers,Eastern,At Least One Dose,Male,1729
04/20/2021,51097,King and Queen,Three Rivers,Eastern,At Least One Dose,Male,1126
04/20/2021,51037,Charlotte,Piedmont,Central,Not Reported,Male,0
04/20/2021,51081,Greensville,Crater,Central,At Least One Dose,Not Reported,1
04/20/2021,51740,Portsmouth,Portsmouth,Eastern,At Least One Dose,Female,15248
04/20/2021,51175,Southampton,Western Tidewater,Eastern,Not Reported,Female,0
04/20/2021,51770,Roanoke City,Roanoke,Southwest,At Least One Dose,Male,15521
04/20/2021,51003,Albemarle,Blue Ridge,Northwest,Not Reported,Female,0
04/20/2021,51137,Orange,Rappahannock Rapidan,Northwest,At Least One Dose,Not Reported,48
04/20/2021,51830,Williamsburg,Peninsula,Eastern,Fully Vaccinated,Male,1374
04/20/2021,51161,Roanoke County,Alleghany,Southwest,Not Reported,Male,0
04/20/2021,51131,Northampton,Eastern Shore,Eastern,Fully Vaccinated,Male,1966
04/20/2021,51013,Arlington,Arlington,Northern,Fully Vaccinated,Not Reported,92
04/20/2021,51111,Lunenburg,Piedmont,Central,At Least One Dose,Male,1839
04/20/2021,51185,Tazewell,Cumberland Plateau,Southwest,At Least One Dose,Not Reported,6
04/20/2021,51085,Hanover,Chickahominy,Central,Fully Vaccinated,Male,12656
04/20/2021,51171,Shenandoah,Lord Fairfax,Northwest,Not Reported,Not Reported,0
04/20/2021,51131,Northampton,Eastern Shore,Eastern,At Least One Dose,Female,3281
04/20/2021,51043,Clarke,Lord Fairfax,Northwest,At Least One Dose,Not Reported,3
04/20/2021,51053,Dinwiddie,Crater,Central,Not Reported,Female,0
04/20/2021,51157,Rappahannock,Rappahannock Rapidan,Northwest,At Least One Dose,Not Reported,3
04/20/2021,51179,Stafford,Rappahannock,Northwest,Not Reported,Male,0
04/20/2021,51181,Surry,Crater,Central,At Least One Dose,Not Reported,1
04/20/2021,51690,Martinsville,West Piedmont,Southwest,At Least One Dose,Female,2641
04/20/2021,51109,Louisa,Blue Ridge,Northwest,At Least One Dose,Female,7506
04/20/2021,51600,Fairfax City,Fairfax,Northern,Not Reported,Female,0
04/20/2021,51620,Franklin City,Western Tidewater,Eastern,Not Reported,Not Reported,0
04/20/2021,51678,Lexington,Central Shenandoah,Northwest,Not Reported,Female,0
04/20/2021,51071,Giles,New River,Southwest,Fully Vaccinated,Not Reported,0
04/20/2021,51075,Goochland,Chickahominy,Central,At Least One Dose,Male,5574
04/20/2021,51027,Buchanan,Cumberland Plateau,Southwest,Fully Vaccinated,Male,2772
04/20/2021,51177,Spotsylvania,Rappahannock,Northwest,At Least One Dose,Male,18984
04/20/2021,51685,Manassas Park,Prince William,Northern,Not Reported,Not Reported,0
04/20/2021,51193,Westmoreland,Three Rivers,Eastern,Fully Vaccinated,Female,2284
04/20/2021,51011,Appomattox,Central Virginia,Southwest,Not Reported,Female,0
04/20/2021,51091,Highland,Central Shenandoah,Northwest,Not Reported,Not Reported,0
04/20/2021,51051,Dickenson,Cumberland Plateau,Southwest,Fully Vaccinated,Female,2031
04/20/2021,51680,Lynchburg,Central Virginia,Southwest,Not Reported,Male,0
04/20/2021,51073,Gloucester,Three Rivers,Eastern,Not Reported,Male,0
04/20/2021,51101,King William,Three Rivers,Eastern,Fully Vaccinated,Not Reported,5
04/20/2021,51077,Grayson,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
04/20/2021,51193,Westmoreland,Three Rivers,Eastern,Not Reported,Not Reported,0
04/20/2021,51550,Chesapeake,Chesapeake,Eastern,Not Reported,Male,0
04/20/2021,51069,Frederick,Lord Fairfax,Northwest,At Least One Dose,Not Reported,17
04/20/2021,51620,Franklin City,Western Tidewater,Eastern,Fully Vaccinated,Male,731
04/20/2021,51720,Norton,Lenowisco,Southwest,At Least One Dose,Not Reported,1
04/20/2021,51660,Harrisonburg,Central Shenandoah,Northwest,Fully Vaccinated,Female,6143
04/20/2021,51193,Westmoreland,Three Rivers,Eastern,Not Reported,Male,0
04/20/2021,51023,Botetourt,Alleghany,Southwest,At Least One Dose,Not Reported,1
04/20/2021,51027,Buchanan,Cumberland Plateau,Southwest,Not Reported,Not Reported,0
04/20/2021,51147,Prince Edward,Piedmont,Central,Fully Vaccinated,Female,2679
04/20/2021,51169,Scott,Lenowisco,Southwest,Fully Vaccinated,Male,1972
04/20/2021,51025,Brunswick,Southside,Central,Not Reported,Not Reported,0
04/20/2021,51640,Galax,Mount Rogers,Southwest,Fully Vaccinated,Female,884
04/20/2021,51135,Nottoway,Piedmont,Central,At Least One Dose,Male,2546
04/20/2021,51177,Spotsylvania,Rappahannock,Northwest,Not Reported,Male,0
04/20/2021,51685,Manassas Park,Prince William,Northern,At Least One Dose,Not Reported,6
04/20/2021,51091,Highland,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,0
04/20/2021,51685,Manassas Park,Prince William,Northern,Fully Vaccinated,Not Reported,2
04/20/2021,51550,Chesapeake,Chesapeake,Eastern,Fully Vaccinated,Female,30113
04/20/2021,51051,Dickenson,Cumberland Plateau,Southwest,Not Reported,Female,0
04/20/2021,51149,Prince George,Crater,Central,At Least One Dose,Male,3880
04/20/2021,51141,Patrick,West Piedmont,Southwest,At Least One Dose,Male,2149
04/20/2021,51678,Lexington,Central Shenandoah,Northwest,At Least One Dose,Not Reported,0
04/20/2021,51059,Fairfax,Fairfax,Northern,Fully Vaccinated,Male,118648
04/20/2021,51720,Norton,Lenowisco,Southwest,Not Reported,Male,0
04/20/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,Not Reported,Male,0
04/20/2021,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0
04/20/2021,51710,Norfolk,Norfolk,Eastern,At Least One Dose,Male,27069
04/20/2021,51670,Hopewell,Crater,Central,Not Reported,Not Reported,0
04/20/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,Fully Vaccinated,Female,6727
04/20/2021,51005,Alleghany,Alleghany,Southwest,At Least One Dose,Male,2458
04/20/2021,51031,Campbell,Central Virginia,Southwest,At Least One Dose,Female,10288
04/20/2021,51093,Isle of Wight,Western Tidewater,Eastern,At Least One Dose,Not Reported,112
04/20/2021,51750,Radford,New River,Southwest,At Least One Dose,Female,3551
04/20/2021,51057,Essex,Three Rivers,Eastern,Fully Vaccinated,Female,1635
04/20/2021,51840,Winchester,Lord Fairfax,Northwest,At Least One Dose,Female,5689
04/20/2021,51099,King George,Rappahannock,Northwest,At Least One Dose,Not Reported,9
04/20/2021,51790,Staunton,Central Shenandoah,Northwest,Not Reported,Female,0
04/20/2021,51199,York,Peninsula,Eastern,Fully Vaccinated,Male,7419
04/20/2021,51155,Pulaski,New River,Southwest,At Least One Dose,Not Reported,12
04/20/2021,51025,Brunswick,Southside,Central,Not Reported,Female,0
04/20/2021,51013,Arlington,Arlington,Northern,Not Reported,Not Reported,0
04/20/2021,51043,Clarke,Lord Fairfax,Northwest,Not Reported,Male,0
04/20/2021,51003,Albemarle,Blue Ridge,Northwest,At Least One Dose,Female,32398
04/20/2021,51161,Roanoke County,Alleghany,Southwest,At Least One Dose,Male,19242
04/20/2021,51003,Albemarle,Blue Ridge,Northwest,Fully Vaccinated,Female,20297
04/20/2021,51161,Roanoke County,Alleghany,Southwest,Fully Vaccinated,Male,12961
04/20/2021,51680,Lynchburg,Central Virginia,Southwest,At Least One Dose,Not Reported,23
04/20/2021,51027,Buchanan,Cumberland Plateau,Southwest,At Least One Dose,Male,3524
04/20/2021,51071,Giles,New River,Southwest,At Least One Dose,Not Reported,2
04/20/2021,51820,Waynesboro,Central Shenandoah,Northwest,Not Reported,Not Reported,0
04/20/2021,51740,Portsmouth,Portsmouth,Eastern,Not Reported,Male,0
04/20/2021,51137,Orange,Rappahannock Rapidan,Northwest,Not Reported,Not Reported,0
04/20/2021,51057,Essex,Three Rivers,Eastern,Not Reported,Female,0
04/20/2021,51590,Danville,Pittsylvania-Danville,Southwest,At Least One Dose,Male,5804
04/20/2021,51191,Washington,Mount Rogers,Southwest,At Least One Dose,Male,9265
04/20/2021,51087,Henrico,Henrico,Central,At Least One Dose,Male,59850
04/20/2021,51720,Norton,Lenowisco,Southwest,Fully Vaccinated,Male,417
04/20/2021,51830,Williamsburg,Peninsula,Eastern,Not Reported,Not Reported,0
04/20/2021,51149,Prince George,Crater,Central,Fully Vaccinated,Not Reported,1
04/20/2021,51735,Poquoson,Peninsula,Eastern,Not Reported,Not Reported,0
04/20/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,At Least One Dose,Not Reported,10
04/20/2021,51173,Smyth,Mount Rogers,Southwest,Not Reported,Male,0
04/20/2021,51173,Smyth,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,5
04/20/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Not Reported,Female,0
04/20/2021,51105,Lee,Lenowisco,Southwest,Fully Vaccinated,Female,2639
04/20/2021,51027,Buchanan,Cumberland Plateau,Southwest,Not Reported,Female,0
04/20/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,At Least One Dose,Female,54250
04/20/2021,51093,Isle of Wight,Western Tidewater,Eastern,Not Reported,Male,0
04/20/2021,51037,Charlotte,Piedmont,Central,Fully Vaccinated,Not Reported,1
04/20/2021,51149,Prince George,Crater,Central,Not Reported,Female,0
04/20/2021,51191,Washington,Mount Rogers,Southwest,Not Reported,Male,0
04/20/2021,51590,Danville,Pittsylvania-Danville,Southwest,Not Reported,Male,0
04/20/2021,51683,Manassas City,Prince William,Northern,Fully Vaccinated,Male,3219
04/20/2021,51107,Loudoun,Loudoun,Northern,At Least One Dose,Female,94043
04/20/2021,51083,Halifax,Southside,Central,Not Reported,Male,0
04/20/2021,51001,Accomack,Eastern Shore,Eastern,At Least One Dose,Not Reported,3
04/20/2021,51165,Rockingham,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,183
04/20/2021,51009,Amherst,Central Virginia,Southwest,Fully Vaccinated,Male,3236
04/20/2021,51580,Covington,Alleghany,Southwest,At Least One Dose,Not Reported,0
04/20/2021,51550,Chesapeake,Chesapeake,Eastern,Fully Vaccinated,Not Reported,384
04/20/2021,51620,Franklin City,Western Tidewater,Eastern,Not Reported,Female,0
04/20/2021,51119,Middlesex,Three Rivers,Eastern,At Least One Dose,Male,2097
04/20/2021,51023,Botetourt,Alleghany,Southwest,Fully Vaccinated,Male,4302
04/20/2021,51600,Fairfax City,Fairfax,Northern,At Least One Dose,Not Reported,6
04/20/2021,Not Reported,Not Reported,Not Reported,Not Reported,Fully Vaccinated,Female,56366
04/20/2021,51157,Rappahannock,Rappahannock Rapidan,Northwest,Fully Vaccinated,Female,1175
04/20/2021,51119,Middlesex,Three Rivers,Eastern,Fully Vaccinated,Female,1967
04/20/2021,51021,Bland,Mount Rogers,Southwest,At Least One Dose,Not Reported,0
04/20/2021,51025,Brunswick,Southside,Central,At Least One Dose,Male,2172
04/20/2021,51093,Isle of Wight,Western Tidewater,Eastern,At Least One Dose,Female,8340
04/20/2021,51177,Spotsylvania,Rappahannock,Northwest,Fully Vaccinated,Female,18325
04/20/2021,51019,Bedford,Central Virginia,Southwest,Fully Vaccinated,Female,11133
04/20/2021,51009,Amherst,Central Virginia,Southwest,Not Reported,Not Reported,0
04/20/2021,51063,Floyd,New River,Southwest,At Least One Dose,Male,2366
04/20/2021,51199,York,Peninsula,Eastern,At Least One Dose,Male,11818
04/20/2021,51091,Highland,Central Shenandoah,Northwest,At Least One Dose,Female,536
04/20/2021,51800,Suffolk,Western Tidewater,Eastern,Not Reported,Male,0
04/20/2021,51053,Dinwiddie,Crater,Central,Fully Vaccinated,Female,3435
04/20/2021,51163,Rockbridge,Central Shenandoah,Northwest,At Least One Dose,Not Reported,2
04/20/2021,51017,Bath,Central Shenandoah,Northwest,Fully Vaccinated,Male,483
04/20/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,At Least One Dose,Male,8591
04/20/2021,51678,Lexington,Central Shenandoah,Northwest,Fully Vaccinated,Female,1079
04/20/2021,51620,Franklin City,Western Tidewater,Eastern,Fully Vaccinated,Not Reported,4
04/20/2021,51141,Patrick,West Piedmont,Southwest,Not Reported,Female,0
04/20/2021,51049,Cumberland,Piedmont,Central,Fully Vaccinated,Not Reported,2
04/20/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,Not Reported,Male,0
04/20/2021,51115,Mathews,Three Rivers,Eastern,Not Reported,Male,0
04/20/2021,51125,Nelson,Blue Ridge,Northwest,At Least One Dose,Not Reported,171
04/20/2021,51165,Rockingham,Central Shenandoah,Northwest,Fully Vaccinated,Male,8655
04/20/2021,51735,Poquoson,Peninsula,Eastern,Fully Vaccinated,Female,2093
04/20/2021,51013,Arlington,Arlington,Northern,At Least One Dose,Not Reported,274
04/20/2021,51700,Newport News,Peninsula,Eastern,Fully Vaccinated,Female,20302
04/20/2021,51101,King William,Three Rivers,Eastern,Fully Vaccinated,Female,2245
04/20/2021,51820,Waynesboro,Central Shenandoah,Northwest,At Least One Dose,Male,4052
04/20/2021,51133,Northumberland,Three Rivers,Eastern,Fully Vaccinated,Not Reported,3
04/20/2021,51133,Northumberland,Three Rivers,Eastern,At Least One Dose,Female,3094
04/20/2021,51141,Patrick,West Piedmont,Southwest,Fully Vaccinated,Not Reported,0
04/20/2021,51183,Sussex,Crater,Central,Not Reported,Male,0
04/20/2021,51157,Rappahannock,Rappahannock Rapidan,Northwest,Fully Vaccinated,Not Reported,3
04/20/2021,51036,Charles City,Chickahominy,Central,Fully Vaccinated,Not Reported,1
04/20/2021,51011,Appomattox,Central Virginia,Southwest,At Least One Dose,Male,2090
04/20/2021,51680,Lynchburg,Central Virginia,Southwest,At Least One Dose,Female,14280
04/20/2021,51031,Campbell,Central Virginia,Southwest,Not Reported,Male,0
04/20/2021,51750,Radford,New River,Southwest,Not Reported,Male,0
04/20/2021,51037,Charlotte,Piedmont,Central,Fully Vaccinated,Male,1171
04/20/2021,51173,Smyth,Mount Rogers,Southwest,At Least One Dose,Female,6059
04/20/2021,51735,Poquoson,Peninsula,Eastern,Not Reported,Male,0
04/20/2021,51540,Charlottesville,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,142
04/20/2021,51595,Emporia,Crater,Central,Fully Vaccinated,Not Reported,0
04/20/2021,51127,New Kent,Chickahominy,Central,Fully Vaccinated,Not Reported,11
04/20/2021,51175,Southampton,Western Tidewater,Eastern,Not Reported,Not Reported,0
04/20/2021,51079,Greene,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,37
04/20/2021,51800,Suffolk,Western Tidewater,Eastern,At Least One Dose,Not Reported,301
04/20/2021,51101,King William,Three Rivers,Eastern,Not Reported,Male,0
04/20/2021,51700,Newport News,Peninsula,Eastern,Not Reported,Male,0
04/20/2021,51810,Virginia Beach,Virginia Beach,Eastern,At Least One Dose,Female,90516
04/20/2021,51520,Bristol,Mount Rogers,Southwest,At Least One Dose,Female,3186
04/20/2021,51790,Staunton,Central Shenandoah,Northwest,At Least One Dose,Male,5041
04/20/2021,51185,Tazewell,Cumberland Plateau,Southwest,Fully Vaccinated,Female,5035
04/20/2021,51113,Madison,Rappahannock Rapidan,Northwest,At Least One Dose,Female,2816
04/20/2021,51730,Petersburg,Crater,Central,Fully Vaccinated,Female,3958
04/20/2021,51570,Colonial Heights,Chesterfield,Central,Fully Vaccinated,Male,1563
04/20/2021,51091,Highland,Central Shenandoah,Northwest,At Least One Dose,Not Reported,0
04/20/2021,51570,Colonial Heights,Chesterfield,Central,At Least One Dose,Female,3627
04/20/2021,Not Reported,Not Reported,Not Reported,Not Reported,At Least One Dose,Male,82789
04/20/2021,51083,Halifax,Southside,Central,At Least One Dose,Male,4589
04/20/2021,51580,Covington,Alleghany,Southwest,Fully Vaccinated,Female,584
04/20/2021,51031,Campbell,Central Virginia,Southwest,Fully Vaccinated,Male,5459
04/20/2021,51049,Cumberland,Piedmont,Central,At Least One Dose,Female,1747
04/20/2021,51690,Martinsville,West Piedmont,Southwest,Not Reported,Female,0
04/20/2021,51750,Radford,New River,Southwest,Fully Vaccinated,Male,1636
04/20/2021,51053,Dinwiddie,Crater,Central,At Least One Dose,Male,3375
04/20/2021,51137,Orange,Rappahannock Rapidan,Northwest,At Least One Dose,Male,5742
04/20/2021,51093,Isle of Wight,Western Tidewater,Eastern,Fully Vaccinated,Not Reported,44
04/20/2021,51685,Manassas Park,Prince William,Northern,Fully Vaccinated,Female,1619
04/20/2021,51063,Floyd,New River,Southwest,Not Reported,Female,0
04/20/2021,51590,Danville,Pittsylvania-Danville,Southwest,Fully Vaccinated,Female,6145
04/20/2021,51191,Washington,Mount Rogers,Southwest,Fully Vaccinated,Female,9059
04/20/2021,51510,Alexandria,Alexandria,Northern,Not Reported,Female,0
04/20/2021,51033,Caroline,Rappahannock,Northwest,Not Reported,Male,0
04/20/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Fully Vaccinated,Male,22945
04/20/2021,51187,Warren,Lord Fairfax,Northwest,Fully Vaccinated,Female,4214
04/20/2021,51081,Greensville,Crater,Central,At Least One Dose,Female,1613
04/20/2021,51199,York,Peninsula,Eastern,Not Reported,Male,0
04/20/2021,51685,Manassas Park,Prince William,Northern,Not Reported,Male,0
04/20/2021,51051,Dickenson,Cumberland Plateau,Southwest,Fully Vaccinated,Not Reported,1
04/20/2021,51640,Galax,Mount Rogers,Southwest,Not Reported,Not Reported,0
04/20/2021,51023,Botetourt,Alleghany,Southwest,Not Reported,Female,0
04/20/2021,51683,Manassas City,Prince William,Northern,At Least One Dose,Not Reported,18
04/20/2021,51610,Falls Church,Fairfax,Northern,At Least One Dose,Not Reported,1
04/20/2021,51007,Amelia,Piedmont,Central,Fully Vaccinated,Female,1556
04/20/2021,51091,Highland,Central Shenandoah,Northwest,Not Reported,Female,0
04/20/2021,51153,Prince William,Prince William,Northern,At Least One Dose,Male,74791
04/20/2021,51045,Craig,Alleghany,Southwest,Fully Vaccinated,Male,515
04/20/2021,51139,Page,Lord Fairfax,Northwest,At Least One Dose,Not Reported,19
04/20/2021,51187,Warren,Lord Fairfax,Northwest,Not Reported,Male,0
04/20/2021,51690,Martinsville,West Piedmont,Southwest,Not Reported,Not Reported,0
04/20/2021,51019,Bedford,Central Virginia,Southwest,At Least One Dose,Not Reported,10
04/20/2021,51197,Wythe,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
04/20/2021,51013,Arlington,Arlington,Northern,At Least One Dose,Male,43640
04/20/2021,51153,Prince William,Prince William,Northern,Fully Vaccinated,Not Reported,186
04/20/2021,51037,Charlotte,Piedmont,Central,At Least One Dose,Male,1643
04/20/2021,51580,Covington,Alleghany,Southwest,Not Reported,Female,0
04/20/2021,51045,Craig,Alleghany,Southwest,Not Reported,Female,0
04/20/2021,51005,Alleghany,Alleghany,Southwest,Not Reported,Not Reported,0
04/20/2021,51650,Hampton,Hampton,Eastern,Not Reported,Female,0
04/20/2021,51147,Prince Edward,Piedmont,Central,Not Reported,Female,0
04/20/2021,51197,Wythe,Mount Rogers,Southwest,Fully Vaccinated,Female,2878
04/20/2021,51097,King and Queen,Three Rivers,Eastern,Not Reported,Female,0
04/20/2021,51079,Greene,Blue Ridge,Northwest,Not Reported,Female,0
04/20/2021,51089,Henry,West Piedmont,Southwest,Not Reported,Female,0
04/20/2021,51147,Prince Edward,Piedmont,Central,At Least One Dose,Not Reported,20
04/20/2021,51570,Colonial Heights,Chesterfield,Central,Not Reported,Not Reported,0
04/20/2021,51087,Henrico,Henrico,Central,At Least One Dose,Not Reported,177
04/20/2021,51009,Amherst,Central Virginia,Southwest,At Least One Dose,Female,6192
04/20/2021,51003,Albemarle,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,369
