Ship Date,FIPS,Locality,Health District,Facility Type,Vaccine Manufacturer,Dose Number,Vaccine Doses Shipped Count
03/14/2021,51099,King George,Rappahannock,Medical Practices,Moderna,1,100
02/07/2021,51015,Augusta,Central Shenandoah,Hospitals,Moderna,2,100
03/25/2021,51143,Pittsylvania,Pittsylvania-Danville,Medical Practices,Moderna,2,100
02/26/2021,51770,Roanoke City,Roanoke,Hospitals,Pfizer,2,1170
04/09/2021,51041,Chesterfield,Chesterfield,Local Health Departments,Pfizer,2,1170
02/20/2021,51683,Manassas City,Prince William,Hospitals,Pfizer,2,4680
02/06/2021,51680,Lynchburg,Central Virginia,Local Health Departments,Pfizer,1,1950
03/06/2021,51107,Loudoun,Loudoun,Local Health Departments,Pfizer,2,3510
01/28/2021,51800,Suffolk,Western Tidewater,Local Health Departments,Moderna,2,500
04/18/2021,51760,Richmond City,Richmond,Medical Practices,Moderna,1,300
02/22/2021,51143,Pittsylvania,Pittsylvania-Danville,Other Community Health Providers,Moderna,2,500
03/11/2021,51590,Danville,Pittsylvania-Danville,Other Community Health Providers,Moderna,1,15000
04/25/2021,51069,Frederick,Lord Fairfax,Medical Practices,Moderna,1,100
03/28/2021,51085,Hanover,Chickahominy,Medical Practices,Moderna,1,800
04/29/2021,51115,Mathews,Three Rivers,Pharmacies,Moderna,2,100
03/22/2021,51059,Fairfax,Fairfax,Pharmacies,Moderna,1,300
03/08/2021,51183,Sussex,Crater,Medical Practices,Moderna,1,200
04/11/2021,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,2,2500
04/01/2021,51027,Buchanan,Cumberland Plateau,Pharmacies,Moderna,2,100
03/07/2021,51087,Henrico,Henrico,Other Community Health Providers,Moderna,1,100
01/24/2021,51137,Orange,Rappahannock Rapidan,Local Health Departments,Moderna,1,1200
04/25/2021,51103,Lancaster,Three Rivers,Medical Practices,Moderna,1,200
04/05/2021,51550,Chesapeake,Chesapeake,Medical Practices,Moderna,1,500
02/28/2021,51087,Henrico,Henrico,Other Community Health Providers,Moderna,1,200
02/24/2021,51057,Essex,Three Rivers,Hospitals,Moderna,1,100
02/01/2021,51720,Norton,Lenowisco,Hospitals,Moderna,1,200
01/10/2021,51139,Page,Lord Fairfax,Local Health Departments,Moderna,1,300
02/20/2021,51083,Halifax,Southside,Pharmacies,Moderna,2,100
03/27/2021,51510,Alexandria,Alexandria,Medical Practices,Pfizer,2,12870
02/25/2021,51800,Suffolk,Western Tidewater,Local Health Departments,Moderna,2,500
02/28/2021,51083,Halifax,Southside,Medical Practices,Moderna,1,100
04/09/2021,51540,Charlottesville,Blue Ridge,Hospitals,Pfizer,1,5850
02/28/2021,51085,Hanover,Chickahominy,Local Health Departments,Moderna,1,2100
04/23/2021,51790,Staunton,Central Shenandoah,Local Health Departments,Pfizer,1,1170
04/15/2021,51087,Henrico,Henrico,Pharmacies,Moderna,2,900
02/21/2021,51173,Smyth,Mount Rogers,Pharmacies,Moderna,2,200
01/20/2021,51590,Danville,Pittsylvania-Danville,Hospitals,Moderna,2,1900
03/25/2021,51041,Chesterfield,Chesterfield,Medical Practices,Moderna,2,500
03/28/2021,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,1,1300
01/12/2021,51600,Fairfax City,Fairfax,Local Health Departments,Moderna,2,1400
01/28/2021,51840,Winchester,Lord Fairfax,Local Health Departments,Moderna,2,200
04/08/2021,51041,Chesterfield,Chesterfield,Medical Practices,Moderna,1,1100
03/11/2021,51105,Lee,Lenowisco,Local Health Departments,Moderna,2,200
02/01/2021,51153,Prince William,Prince William,Other Community Health Providers,Moderna,1,300
04/24/2021,51800,Suffolk,Western Tidewater,Other Community Health Providers,Pfizer,1,1170
02/20/2021,51085,Hanover,Chickahominy,Pharmacies,Moderna,1,1100
03/14/2021,51021,Bland,Mount Rogers,Pharmacies,Moderna,1,100
04/11/2021,51740,Portsmouth,Portsmouth,Other Community Health Providers,Moderna,2,200
02/08/2021,51550,Chesapeake,Chesapeake,Medical Practices,Moderna,1,200
04/29/2021,51710,Norfolk,Norfolk,Pharmacies,Moderna,2,400
04/15/2021,51570,Colonial Heights,Chesterfield,Medical Practices,Moderna,2,300
02/20/2021,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,2,1170
02/01/2021,51107,Loudoun,Loudoun,Local Health Departments,Moderna,1,1600
01/18/2021,51067,Franklin County,West Piedmont,Pharmacies,Moderna,1,100
03/13/2021,51840,Winchester,Lord Fairfax,Hospitals,Pfizer,2,2340
04/16/2021,51173,Smyth,Mount Rogers,Local Health Departments,Pfizer,2,1170
02/12/2021,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,2,975
03/27/2021,51510,Alexandria,Alexandria,Local Health Departments,Pfizer,2,1170
04/24/2021,51720,Norton,Lenowisco,Hospitals,Pfizer,1,1170
03/21/2021,51510,Alexandria,Alexandria,Local Health Departments,Moderna,1,100
04/15/2021,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,2,4500
02/01/2021,51051,Dickenson,Cumberland Plateau,Pharmacies,Moderna,1,100
03/14/2021,51660,Harrisonburg,Central Shenandoah,Local Health Departments,Moderna,1,200
04/11/2021,51570,Colonial Heights,Chesterfield,Pharmacies,Moderna,1,200
04/11/2021,51169,Scott,Lenowisco,Medical Practices,Moderna,2,200
03/04/2021,51640,Galax,Mount Rogers,Hospitals,Moderna,2,100
04/01/2021,51117,Mecklenburg,Southside,Other Community Health Providers,Moderna,2,100
04/04/2021,51700,Newport News,Peninsula,Hospitals,J&J,1,600
04/01/2021,51095,James City,Peninsula,Pharmacies,Moderna,2,600
03/05/2021,51710,Norfolk,Norfolk,Medical Practices,Pfizer,1,1170
01/24/2021,51159,Richmond County,Three Rivers,Other Community Health Providers,Moderna,1,400
01/24/2021,51760,Richmond City,Richmond,Local Health Departments,Moderna,1,700
03/04/2021,51770,Roanoke City,Roanoke,Local Health Departments,Moderna,2,600
03/25/2021,51107,Loudoun,Loudoun,Pharmacies,Moderna,2,500
04/22/2021,51041,Chesterfield,Chesterfield,Medical Practices,Moderna,2,1200
03/15/2021,51041,Chesterfield,Chesterfield,Pharmacies,Moderna,1,100
04/29/2021,51009,Amherst,Central Virginia,Pharmacies,Moderna,2,100
01/11/2021,51195,Wise,Lenowisco,Hospitals,Moderna,2,1000
03/30/2021,51027,Buchanan,Cumberland Plateau,Hospitals,J&J,1,100
02/28/2021,51153,Prince William,Prince William,Other Community Health Providers,Moderna,1,300
03/28/2021,51173,Smyth,Mount Rogers,Pharmacies,Moderna,1,100
03/21/2021,51027,Buchanan,Cumberland Plateau,Local Health Departments,Moderna,1,200
03/25/2021,51510,Alexandria,Alexandria,Medical Practices,Moderna,2,500
04/08/2021,51550,Chesapeake,Chesapeake,Medical Practices,Moderna,2,1100
03/15/2021,51197,Wythe,Mount Rogers,Pharmacies,Moderna,1,100
02/09/2021,51193,Westmoreland,Three Rivers,Other Community Health Providers,Moderna,1,100
04/10/2021,51153,Prince William,Prince William,Other Community Health Providers,Pfizer,2,15210
12/30/2020,51720,Norton,Lenowisco,Hospitals,Pfizer,2,975
01/10/2021,51163,Rockbridge,Central Shenandoah,Local Health Departments,Moderna,1,100
01/10/2021,51147,Prince Edward,Piedmont,Local Health Departments,Moderna,1,1000
04/22/2021,51167,Russell,Cumberland Plateau,Pharmacies,Moderna,2,200
03/21/2021,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,1,2300
02/22/2021,51161,Roanoke County,Alleghany,Other Community Health Providers,Moderna,2,300
01/24/2021,51680,Lynchburg,Central Virginia,Other Community Health Providers,Moderna,1,400
03/07/2021,51083,Halifax,Southside,Pharmacies,Moderna,1,200
03/22/2021,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,100
04/01/2021,51085,Hanover,Chickahominy,Pharmacies,Moderna,1,400
02/28/2021,51047,Culpeper,Rappahannock Rapidan,Medical Practices,Moderna,1,100
04/08/2021,51065,Fluvanna,Blue Ridge,Other Community Health Providers,Moderna,2,100
04/01/2021,51167,Russell,Cumberland Plateau,Pharmacies,Moderna,1,200
03/15/2021,51730,Petersburg,Crater,Medical Practices,Moderna,1,100
04/10/2021,51041,Chesterfield,Chesterfield,Other Community Health Providers,Pfizer,1,2340
04/22/2021,51760,Richmond City,Richmond,Medical Practices,Moderna,1,100
03/20/2021,51173,Smyth,Mount Rogers,Local Health Departments,Pfizer,2,1170
01/24/2021,51770,Roanoke City,Roanoke,Local Health Departments,Moderna,1,800
04/29/2021,51089,Henry,West Piedmont,Medical Practices,Moderna,2,200
04/25/2021,51003,Albemarle,Blue Ridge,Medical Practices,Moderna,1,200
02/25/2021,51103,Lancaster,Three Rivers,Pharmacies,Moderna,2,100
03/09/2021,51193,Westmoreland,Three Rivers,Other Community Health Providers,Moderna,1,100
02/21/2021,51161,Roanoke County,Alleghany,Pharmacies,Moderna,2,500
03/11/2021,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,2,400
01/04/2021,51059,Fairfax,Fairfax,Hospitals,Pfizer,1,5850
02/25/2021,51790,Staunton,Central Shenandoah,Pharmacies,Moderna,2,100
02/25/2021,51800,Suffolk,Western Tidewater,Medical Practices,Moderna,2,300
02/04/2021,51013,Arlington,Arlington,Local Health Departments,Moderna,2,1400
01/19/2021,51107,Loudoun,Loudoun,Local Health Departments,Moderna,1,5600
03/28/2021,51195,Wise,Lenowisco,Local Health Departments,J&J,1,1000
01/18/2021,51061,Fauquier,Rappahannock Rapidan,Pharmacies,Moderna,1,200
03/28/2021,51700,Newport News,Peninsula,Pharmacies,Moderna,1,100
03/28/2021,51087,Henrico,Henrico,Other Community Health Providers,Moderna,1,700
03/15/2021,51810,Virginia Beach,Virginia Beach,Local Health Departments,Pfizer,1,2340
02/25/2021,51550,Chesapeake,Chesapeake,Medical Practices,Moderna,2,1300
04/29/2021,51700,Newport News,Peninsula,Hospitals,Moderna,2,300
02/25/2021,51730,Petersburg,Crater,Local Health Departments,Moderna,2,800
04/05/2021,51107,Loudoun,Loudoun,Local Health Departments,Moderna,2,5500
01/11/2021,51019,Bedford,Central Virginia,Hospitals,Moderna,2,1000
04/15/2021,51125,Nelson,Blue Ridge,Medical Practices,Moderna,2,100
02/20/2021,51510,Alexandria,Alexandria,Local Health Departments,Pfizer,1,1170
03/25/2021,51185,Tazewell,Cumberland Plateau,Local Health Departments,Moderna,2,200
03/08/2021,51031,Campbell,Central Virginia,Pharmacies,Moderna,1,200
01/18/2021,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,1,2500
01/30/2021,51630,Fredericksburg,Rappahannock,Hospitals,Pfizer,2,975
04/22/2021,51107,Loudoun,Loudoun,Pharmacies,Moderna,2,500
02/01/2021,51013,Arlington,Arlington,Local Health Departments,Moderna,1,800
02/25/2021,51590,Danville,Pittsylvania-Danville,Hospitals,Moderna,2,900
04/01/2021,51105,Lee,Lenowisco,Local Health Departments,Moderna,2,100
02/13/2021,51173,Smyth,Mount Rogers,Local Health Departments,Pfizer,1,975
03/18/2021,51660,Harrisonburg,Central Shenandoah,Local Health Departments,Moderna,2,200
04/01/2021,51540,Charlottesville,Blue Ridge,Pharmacies,Moderna,1,100
02/22/2021,51191,Washington,Mount Rogers,Pharmacies,Moderna,2,200
04/01/2021,51149,Prince George,Crater,Medical Practices,Moderna,1,200
04/12/2021,51067,Franklin County,West Piedmont,Local Health Departments,J&J,1,200
02/20/2021,51760,Richmond City,Richmond,Local Health Departments,Pfizer,2,2340
03/07/2021,51117,Mecklenburg,Southside,Medical Practices,Moderna,1,200
01/11/2021,51137,Orange,Rappahannock Rapidan,Local Health Departments,Moderna,2,500
02/20/2021,51153,Prince William,Prince William,Other Community Health Providers,Moderna,2,300
03/18/2021,51033,Caroline,Rappahannock,Other Community Health Providers,Moderna,2,200
02/07/2021,51169,Scott,Lenowisco,Pharmacies,Moderna,1,400
04/05/2021,51510,Alexandria,Alexandria,Local Health Departments,Moderna,1,900
04/04/2021,51107,Loudoun,Loudoun,Local Health Departments,J&J,1,6000
03/18/2021,51137,Orange,Rappahannock Rapidan,Local Health Departments,Moderna,2,1500
03/14/2021,51041,Chesterfield,Chesterfield,Medical Practices,Moderna,1,1400
04/15/2021,51073,Gloucester,Three Rivers,Pharmacies,Moderna,2,100
12/22/2020,51760,Richmond City,Richmond,Hospitals,Moderna,1,4300
03/30/2021,51015,Augusta,Central Shenandoah,Hospitals,J&J,1,100
02/07/2021,51195,Wise,Lenowisco,Pharmacies,Moderna,1,100
02/20/2021,51710,Norfolk,Norfolk,Medical Practices,Moderna,1,200
04/01/2021,51145,Powhatan,Chesterfield,Other Community Health Providers,Moderna,1,100
04/29/2021,51187,Warren,Lord Fairfax,Other Community Health Providers,Moderna,2,100
02/26/2021,51770,Roanoke City,Roanoke,Hospitals,Pfizer,1,2340
03/14/2021,51107,Loudoun,Loudoun,Local Health Departments,Moderna,1,3000
12/28/2020,51630,Fredericksburg,Rappahannock,Local Health Departments,Moderna,1,500
04/01/2021,51137,Orange,Rappahannock Rapidan,Pharmacies,Moderna,1,100
03/25/2021,51197,Wythe,Mount Rogers,Pharmacies,Moderna,2,100
04/03/2021,51770,Roanoke City,Roanoke,Hospitals,Pfizer,1,2340
03/30/2021,51059,Fairfax,Fairfax,Hospitals,J&J,1,100
04/29/2021,51013,Arlington,Arlington,Medical Practices,Moderna,1,2700
02/06/2021,51770,Roanoke City,Roanoke,Hospitals,Pfizer,1,975
04/11/2021,51027,Buchanan,Cumberland Plateau,Medical Practices,Moderna,2,100
02/20/2021,51183,Sussex,Crater,Other Community Health Providers,Moderna,1,600
12/30/2020,51710,Norfolk,Norfolk,Hospitals,Pfizer,2,12675
04/05/2021,51590,Danville,Pittsylvania-Danville,Other Community Health Providers,Moderna,2,1600
01/03/2021,51153,Prince William,Prince William,Other Community Health Providers,Moderna,1,300
04/08/2021,51083,Halifax,Southside,Medical Practices,Moderna,2,100
03/07/2021,51590,Danville,Pittsylvania-Danville,Hospitals,Moderna,1,300
02/20/2021,51760,Richmond City,Richmond,Other Community Health Providers,Moderna,1,200
04/01/2021,51057,Essex,Three Rivers,Pharmacies,Moderna,2,100
03/25/2021,51830,Williamsburg,Peninsula,Medical Practices,Moderna,2,100
03/08/2021,51510,Alexandria,Alexandria,Pharmacies,Moderna,1,200
03/28/2021,51067,Franklin County,West Piedmont,Pharmacies,Moderna,1,100
02/07/2021,51620,Franklin City,Western Tidewater,Hospitals,Moderna,2,100
04/16/2021,51770,Roanoke City,Roanoke,Hospitals,Pfizer,2,2340
02/04/2021,51041,Chesterfield,Chesterfield,Medical Practices,Moderna,2,100
03/20/2021,51770,Roanoke City,Roanoke,Hospitals,Pfizer,2,1170
04/29/2021,51550,Chesapeake,Chesapeake,Medical Practices,Moderna,2,900
02/20/2021,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,1,300
03/22/2021,51193,Westmoreland,Three Rivers,Medical Practices,Moderna,1,100
04/04/2021,51590,Danville,Pittsylvania-Danville,Local Health Departments,J&J,1,800
03/14/2021,51580,Covington,Alleghany,Local Health Departments,Moderna,2,300
04/25/2021,51163,Rockbridge,Central Shenandoah,Medical Practices,Moderna,1,100
02/24/2021,51590,Danville,Pittsylvania-Danville,Medical Practices,Moderna,1,100
04/22/2021,51115,Mathews,Three Rivers,Pharmacies,Moderna,2,100
02/07/2021,51107,Loudoun,Loudoun,Local Health Departments,Moderna,1,1500
02/04/2021,51840,Winchester,Lord Fairfax,Hospitals,Moderna,2,3800
03/15/2021,51550,Chesapeake,Chesapeake,Local Health Departments,J&J,1,1000
03/14/2021,51700,Newport News,Peninsula,Medical Practices,Moderna,1,100
04/16/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Pfizer,2,1170
04/22/2021,51820,Waynesboro,Central Shenandoah,Medical Practices,Moderna,2,200
02/20/2021,51041,Chesterfield,Chesterfield,Local Health Departments,Pfizer,1,2340
03/28/2021,51103,Lancaster,Three Rivers,Medical Practices,Moderna,1,300
03/04/2021,51147,Prince Edward,Piedmont,Local Health Departments,Moderna,2,800
04/25/2021,51161,Roanoke County,Alleghany,Medical Practices,Moderna,1,100
02/25/2021,51153,Prince William,Prince William,Local Health Departments,Moderna,2,3200
03/28/2021,51059,Fairfax,Fairfax,Medical Practices,Moderna,1,100
03/12/2021,51510,Alexandria,Alexandria,Local Health Departments,Pfizer,1,1170
02/28/2021,51067,Franklin County,West Piedmont,Local Health Departments,Moderna,1,100
02/20/2021,51013,Arlington,Arlington,Local Health Departments,Pfizer,1,2340
03/23/2021,51710,Norfolk,Norfolk,Medical Practices,J&J,1,300
01/20/2021,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,2,400
01/10/2021,51051,Dickenson,Cumberland Plateau,Pharmacies,Moderna,1,200
03/07/2021,51041,Chesterfield,Chesterfield,Pharmacies,Moderna,1,1000
03/15/2021,51171,Shenandoah,Lord Fairfax,Pharmacies,Moderna,1,100
02/20/2021,51107,Loudoun,Loudoun,Pharmacies,Moderna,1,300
04/18/2021,51107,Loudoun,Loudoun,Local Health Departments,Moderna,2,7800
04/25/2021,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,1,1000
01/24/2021,51059,Fairfax,Fairfax,Hospitals,Moderna,1,200
12/22/2020,51073,Gloucester,Three Rivers,Hospitals,Moderna,1,500
03/05/2021,51700,Newport News,Peninsula,Hospitals,Pfizer,2,1170
04/18/2021,51153,Prince William,Prince William,Pharmacies,Moderna,1,100
02/24/2021,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,300
01/18/2021,51790,Staunton,Central Shenandoah,Pharmacies,Moderna,1,100
04/15/2021,51840,Winchester,Lord Fairfax,Pharmacies,Moderna,2,700
04/04/2021,51590,Danville,Pittsylvania-Danville,Other Community Health Providers,J&J,1,2000
02/01/2021,51009,Amherst,Central Virginia,Pharmacies,Moderna,1,100
02/27/2021,51700,Newport News,Peninsula,Hospitals,Pfizer,1,2340
02/20/2021,51107,Loudoun,Loudoun,Local Health Departments,Pfizer,1,3510
03/28/2021,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,2000
03/23/2021,51710,Norfolk,Norfolk,Pharmacies,J&J,1,200
02/08/2021,51079,Greene,Blue Ridge,Pharmacies,Moderna,1,100
03/28/2021,51760,Richmond City,Richmond,Local Health Departments,Moderna,1,1500
02/20/2021,51660,Harrisonburg,Central Shenandoah,Pharmacies,Moderna,1,200
04/29/2021,51550,Chesapeake,Chesapeake,Medical Practices,Moderna,1,100
04/17/2021,51683,Manassas City,Prince William,Hospitals,Pfizer,1,2340
03/25/2021,51105,Lee,Lenowisco,Local Health Departments,Moderna,2,100
01/11/2021,51147,Prince Edward,Piedmont,Hospitals,Moderna,2,1000
04/04/2021,51840,Winchester,Lord Fairfax,Hospitals,J&J,1,2000
03/27/2021,51153,Prince William,Prince William,Pharmacies,Pfizer,1,2340
04/01/2021,51073,Gloucester,Three Rivers,Pharmacies,Moderna,2,100
02/20/2021,51191,Washington,Mount Rogers,Pharmacies,Moderna,2,800
03/08/2021,51195,Wise,Lenowisco,Medical Practices,Moderna,1,200
04/15/2021,51017,Bath,Central Shenandoah,Local Health Departments,Moderna,1,100
02/04/2021,51103,Lancaster,Three Rivers,Medical Practices,Moderna,2,300
04/01/2021,51027,Buchanan,Cumberland Plateau,Other Community Health Providers,Moderna,2,300
03/18/2021,51041,Chesterfield,Chesterfield,Local Health Departments,Moderna,2,700
02/20/2021,51760,Richmond City,Richmond,Pharmacies,Moderna,2,4000
02/25/2021,51091,Highland,Central Shenandoah,Local Health Departments,Moderna,2,100
03/22/2021,51059,Fairfax,Fairfax,Other Community Health Providers,Moderna,1,100
01/11/2021,51620,Franklin City,Western Tidewater,Hospitals,Moderna,2,1000
02/25/2021,51173,Smyth,Mount Rogers,Local Health Departments,Pfizer,1,1170
03/28/2021,51760,Richmond City,Richmond,Other Community Health Providers,Moderna,1,200
04/24/2021,51510,Alexandria,Alexandria,Medical Practices,Pfizer,1,19890
04/11/2021,51085,Hanover,Chickahominy,Medical Practices,Moderna,2,200
02/07/2021,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,2,1200
04/13/2021,51193,Westmoreland,Three Rivers,Other Community Health Providers,Moderna,2,100
02/01/2021,51710,Norfolk,Norfolk,Local Health Departments,Moderna,1,1700
03/25/2021,51740,Portsmouth,Portsmouth,Other Community Health Providers,Moderna,2,400
03/28/2021,51015,Augusta,Central Shenandoah,Hospitals,Moderna,1,500
03/06/2021,51510,Alexandria,Alexandria,Local Health Departments,Pfizer,2,1170
03/07/2021,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,1,200
04/25/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,1,2400
02/28/2021,51510,Alexandria,Alexandria,Pharmacies,Moderna,1,700
04/03/2021,51073,Gloucester,Three Rivers,Hospitals,Pfizer,1,1170
03/21/2021,51730,Petersburg,Crater,Medical Practices,Moderna,1,500
04/01/2021,51197,Wythe,Mount Rogers,Pharmacies,Moderna,1,100
